author_id:ID(Author),author_name,university,city,author_primary_macroarea,author_macroareas,author_topics,article_count:int,:LABEL
10040418700,Reiber A.,"Universidad de Los Andes, Colombia",Bogota,Physics,Physics | Engineering,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics",1,Author
10043438600,Jacobus A.P.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Biology,Biology | Chemistry,Biochemistry | Molecular Biology,1,Author
10044272100,Camolesi L.,Universidade Estadual de Campinas,Campinas,Economics and Business,Economics and Business | Computer Science,"Economics, Econometrics and Finance (all) | Business, Management and Accounting (all) | Computer Science (all)",1,Author
10044311600,Fakhouri F.M.,Universitat Politècnica de Catalunya,Barcelona,Chemistry,Chemistry | Engineering | Biology | Medicine and Health | Social Sciences,"Chemistry (miscellaneous) | Food Science | Chemistry (all) | Polymers and Plastics | Analytical Chemistry | Molecular Medicine | Pharmaceutical Science | Drug Discovery | Physical and Theoretical Chemistry | Organic Chemistry | Agricultural and Biological Sciences (all) | Biochemistry, Genetics and Molecular Biology (all) | Engineering (all) | Medicine (all) | Engineering (miscellaneous) | Materials Science (miscellaneous) | Microbiology | Health (social science) | Health Professions (miscellaneous) | Plant Science",7,Author
10044784300,Lueke B.,Bayer AG,Leverkusen,Biology,Biology,Insect Science,1,Author
10045081700,Costa A.G.F.,Embrapa Algodão,Campina Grande,Biology,Biology,Agronomy and Crop Science | Plant Science,1,Author
10045319200,Richiano S.,Centro Nacional Patagónico,Puerto Madryn,Geosciences,Geosciences | Biology,Geology | Stratigraphy | Paleontology,1,Author
10045571300,Nagalingam A.,Johns Hopkins University School of Medicine,Baltimore,Biology,Biology | Chemistry | Engineering,Food Science | Molecular Biology,1,Author
10046424800,Figueiredo G.,Universidade de Brasília,Brasília,Mathematics and Statistics,Mathematics and Statistics | Other/Unclassified,Applied Mathematics | Analysis | Mathematics (all) | Discrete Mathematics and Combinatorics,9,Author
10138852200,Fronza M.,Universidade Vila Velha,Vila Velha,Chemistry,Chemistry | Biology,Analytical Chemistry | Biochemistry,1,Author
10141156000,Reynolds R.F.,University of Birmingham,Birmingham,Medicine and Health,Medicine and Health | Biology | Undefined,Neuropsychology and Physiological Psychology | Neurology | Psychiatry and Mental Health | Biological Psychiatry | Behavioral Neuroscience | Multidisciplinary,2,Author
10141421300,Filho J.C.S.C.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Medicine and Health,Medicine and Health,"Orthopedics and Sports Medicine | Physical Therapy, Sports Therapy and Rehabilitation | Rehabilitation",1,Author
10142248500,Zagonel L.F.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Biology | Chemistry,Bioengineering | Chemistry (all) | Materials Science (all) | Mechanics of Materials | Mechanical Engineering | Electrical and Electronic Engineering,1,Author
10143354000,Catharino R.R.,Universidade Estadual de Campinas,Campinas,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,Food Science,1,Author
10143670400,Comba J.L.D.,Universidade Federal do Rio Grande do Sul,Porto Alegre,Computer Science,Computer Science | Engineering | Medicine and Health | Biology,Signal Processing | Biomedical Engineering | Computer Vision and Pattern Recognition | Health Informatics,1,Author
10144066900,Marandola E.,Universidade Estadual de Campinas,Campinas,Geosciences,Undefined | Economics and Business | Geosciences | Computer Science,"Decision Sciences (all) | Management Science and Operations Research | Geography, Planning and Development | Environmental Science (all) | Geophysics | Earth-Surface Processes | Computers in Earth Sciences | Atmospheric Science",2,Author
10144113300,Carmona V.,Universidad de Sevilla,Sevilla,Mathematics and Statistics,Mathematics and Statistics | Computer Science | Engineering | Other/Unclassified,Applied Mathematics | Modeling and Simulation | Numerical Analysis | Engineering (all) | Control and Systems Engineering | Analysis | Computer Science Applications,5,Author
10242521300,Gagie T.,Dalhousie University,Halifax,Tie: Computer Science | Mathematics and Statistics,Computer Science | Mathematics and Statistics,Theoretical Computer Science | Geometry and Topology | Computational Theory and Mathematics | Computational Mathematics | Applied Mathematics,1,Author
10244705900,D’ottaviano I.,Universidade Estadual de Campinas,Campinas,Philosophy and Humanities,Philosophy and Humanities | Mathematics and Statistics,Logic | Applied Mathematics | Philosophy,2,Author
10539970600,Garmes H.M.,Universidade Estadual de Campinas,Campinas,Medicine and Health,Medicine and Health,"Endocrinology, Diabetes and Metabolism | Endocrinology",2,Author
10540689200,Wohnrath Tognoli F.M.,Universidade do Vale do Rio dos Sinos,Sao Leopoldo,Geosciences,Geosciences,Geology,1,Author
10639386400,Gómez H.W.,Universidad de Antofagasta,Antofagasta,Mathematics and Statistics,Mathematics and Statistics,Statistics and Probability,1,Author
10639703100,Saito D.,Universidade do Estado do Amazonas,Manaus,Medicine and Health,Medicine and Health,Dentistry (all),1,Author
10640725400,Dudal D.,KU Leuven,Leuven,Undefined,Undefined,Multidisciplinary,1,Author
10641480600,Denardini C.M.,Instituto Nacional de Pesquisas Espaciais,Sao Jose dos Campos,Geosciences,Geosciences,Environmental Science (miscellaneous) | Atmospheric Science,1,Author
10641603500,Fariello R.,Universidade Estadual de Montes Claros,Montes Claros,Physics,Physics | Mathematics and Statistics,Statistical and Nonlinear Physics | Mathematical Physics | Physics and Astronomy (all) | Applied Mathematics | Statistics and Probability | Condensed Matter Physics,3,Author
10642180700,de Castro H.F.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Mathematics and Statistics | Biology | Computer Science | Physics | Other/Unclassified,Mechanical Engineering | Engineering (all) | Industrial and Manufacturing Engineering | Automotive Engineering | Aerospace Engineering | Applied Mathematics | Materials Science (all) | Bioengineering | Mechanics of Materials | Computer Science Applications | Biophysics | Control and Systems Engineering | Computer Science (miscellaneous) | Control and Optimization | Electrical and Electronic Engineering,11,Author
10739967500,Kratz J.M.,Drugs for Neglected Diseases initiative (DNDi),Rio de Janeiro,Chemistry,Chemistry,Chemistry (all),1,Author
10839624200,Prado J.D.,A.C.Camargo Cancer Center,Sao Paulo,Medicine and Health,Medicine and Health,"Surgery | Oral Surgery | Pathology and Forensic Medicine | Dentistry (all) | Radiology, Nuclear Medicine and Imaging",1,Author
10839904000,Jaguar G.C.,A.C.Camargo Cancer Center,Sao Paulo,Medicine and Health,Medicine and Health,Oncology,1,Author
10939275100,Pereira L.,Universität Ulm,Ulm,Biology,Biology,"Plant Science | Physiology | Ecology, Evolution, Behavior and Systematics",2,Author
11041215900,Nalin M.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Engineering,Engineering,Instrumentation | Electrical and Electronic Engineering,1,Author
11041471000,Salles-Filho S.,Universidade Estadual de Campinas,Campinas,Economics and Business,Economics and Business | Undefined | Social Sciences | Computer Science | Mathematics and Statistics | Geosciences | Engineering | Arts | Philosophy and Humanities | Medicine and Health,"Management Science and Operations Research | Computer Science Applications | Applied Mathematics | Modeling and Simulation | Statistics and Probability | Public Administration | Geography, Planning and Development | Management, Monitoring, Policy and Law | Economics, Econometrics and Finance (all) | Social Sciences (all) | Strategy and Management | Management of Technology and Innovation | Business, Management and Accounting (all) | Library and Information Sciences | Business and International Management | Accounting | Engineering (all) | Arts and Humanities (all) | Psychology (all)",15,Author
11140774200,Guadanucci J.P.L.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Biology,Biology | Other/Unclassified | Geosciences,Ecology | Ecological Modeling | Agricultural and Biological Sciences (miscellaneous) | Nature and Landscape Conservation,1,Author
11141125900,Kumar R.,Royal Melbourne Hospital,Melbourne,Medicine and Health,Medicine and Health,Surgery | Otorhinolaryngology,1,Author
11240082200,McGehee R.,University of Minnesota Twin Cities,Minneapolis,Physics,Physics | Mathematics and Statistics,Statistical and Nonlinear Physics | Mathematical Physics | Condensed Matter Physics | Applied Mathematics,1,Author
11240893200,Almeida A.R.,Pontificia Universidade Catolica de Campinas,Campinas,Medicine and Health,Medicine and Health,Otorhinolaryngology | Neurology (clinical),2,Author
11339072000,Firmino R.,Pontifícia Universidade Católica do Paraná,Curitiba,Social Sciences,Social Sciences | Computer Science,Information Systems | Communication | Sociology and Political Science | Public Administration,1,Author
11438764100,Gandra P.G.,Universidade Estadual de Campinas,Campinas,Biology,Biology | Physics | Engineering | Medicine and Health,Biophysics | Biomedical Engineering,1,Author
11439250900,Attili de Angelis D.,Universidade Estadual de Campinas,Campinas,Biology,Biology | Geosciences | Engineering,"Renewable Energy, Sustainability and the Environment | Plant Science | Ecology, Evolution, Behavior and Systematics | Biotechnology | Environmental Science (miscellaneous) | Agricultural and Biological Sciences (miscellaneous)",4,Author
11440300600,Perles C.E.,Universidade Estadual de Campinas,Campinas,Chemistry,Chemistry | Engineering,Chemistry (all) | Chemical Engineering (all),1,Author
11539663100,Quatraro F.,Università degli Studi di Torino,Turin,Tie: Geosciences | Social Sciences,Geosciences | Social Sciences,Environmental Science (all) | Social Sciences (all),1,Author
11541014500,Kopnina H.,University of Northumbria,Newcastle,Tie: Biology | Chemistry | Geosciences | Philosophy and Humanities,Chemistry | Philosophy and Humanities | Biology | Geosciences,Environmental Chemistry | History | Agricultural and Biological Sciences (miscellaneous) | Environmental Science (all),1,Author
11738879800,Gomes M.E.B.,Universidade Federal do Rio Grande do Sul,Porto Alegre,Geosciences,Geosciences | Other/Unclassified,Geology | Geochemistry and Petrology | Economic Geology,1,Author
11739264400,Adams C.,Universidade de São Paulo,Sao Paulo,Biology,Biology,"Ecology, Evolution, Behavior and Systematics",1,Author
11739296200,Simionato A.V.C.,Universidade Estadual de Campinas,Campinas,Biology,Biology | Chemistry | Medicine and Health | Engineering,"Biochemistry, Genetics and Molecular Biology (all) | Biochemistry | Clinical Biochemistry | Food Science | Safety, Risk, Reliability and Quality | Process Chemistry and Technology | Industrial and Manufacturing Engineering | Analytical Chemistry | Chemistry (miscellaneous) | Molecular Medicine | Pharmaceutical Science | Drug Discovery | Physical and Theoretical Chemistry | Organic Chemistry | Chemistry (all) | Medicine (all)",9,Author
11839154600,Parize A.L.,Universidade Federal de Santa Catarina,Florianopolis,Tie: Chemistry | Geosciences | Medicine and Health,Chemistry | Geosciences | Medicine and Health,"Environmental Chemistry | Pollution | Health, Toxicology and Mutagenesis",1,Author
11839749100,Arismar Cerqueira S.,Instituto Nacional de Telecomunicações,Santa Rita do Sapucai,Engineering,Engineering | Computer Science | Physics | Geosciences,"Electrical and Electronic Engineering | Electronic, Optical and Magnetic Materials | Artificial Intelligence | Energy Engineering and Power Technology | Renewable Energy, Sustainability and the Environment | Instrumentation | Hardware and Architecture",3,Author
11840063400,Zografopoulos D.C.,Consiglio Nazionale delle Ricerche,Rome,Undefined,Undefined,Multidisciplinary,1,Author
11939758400,Moreira E.,Universidade Estadual de Campinas,Campinas,Computer Science,Computer Science,Software | Modeling and Simulation | Computer Graphics and Computer-Aided Design,1,Author
11939831600,Brenzikofer R.,Universidade Estadual de Campinas,Campinas,Social Sciences,Social Sciences,Health (social science),1,Author
11940056900,Tupinambás U.,Universidade Federal de Minas Gerais,Belo Horizonte,Medicine and Health,Medicine and Health,"Endocrinology, Diabetes and Metabolism | Orthopedics and Sports Medicine | Radiology, Nuclear Medicine and Imaging",1,Author
11940527700,de Souza M.M.,"Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFSULDEMINAS",Pouso Alegre,Biology,Biology,"Insect Science | Ecology, Evolution, Behavior and Systematics | Animal Science and Zoology | Agricultural and Biological Sciences (all)",5,Author
11940724400,Barbieri A.F.,Universidade Federal de Minas Gerais,Belo Horizonte,Tie: Arts | Geosciences | Philosophy and Humanities | Social Sciences,Engineering | Arts | Philosophy and Humanities | Social Sciences | Geosciences,Engineering (all) | Arts and Humanities (all) | Social Sciences (all) | Earth and Planetary Sciences (all),1,Author
11941059300,Martins V.F.,Universidade Federal de São Carlos,Sao Carlos,Biology,Biology | Geosciences | Engineering | Social Sciences,"Ecology, Evolution, Behavior and Systematics | Ecology | Environmental Engineering | Waste Management and Disposal | Management, Monitoring, Policy and Law | Nature and Landscape Conservation | Plant Science",4,Author
12039319200,Scherer N.M.,Instituto Nacional de Cancer,Rio de Janeiro,Biology,Biology | Medicine and Health,"Microbiology | Ecology, Evolution, Behavior and Systematics | Molecular Biology | Genetics | Microbiology (medical) | Infectious Diseases",1,Author
12041649700,Segatelli M.G.,Universidade Estadual de Londrina,Londrina,Chemistry,Chemistry | Engineering | Biology,Chemical Engineering (all) | Chemistry (all) | Electrochemistry | Environmental Chemistry | Biochemistry | Polymers and Plastics | Materials Chemistry | Analytical Chemistry | Ceramics and Composites,5,Author
12042047500,Allegretti S.M.,Universidade Estadual de Campinas,Campinas,Biology,Biology | Medicine and Health,Parasitology | Immunology | Infectious Diseases | Molecular Biology,2,Author
12042067700,Pilarski F.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Biology,Biology | Medicine and Health,Microbiology | Infectious Diseases,1,Author
12042528300,Chizzotti M.L.,Universidade Federal de Vicosa,Vicosa,Biology,Biology,Food Animals | Animal Science and Zoology,1,Author
12139944800,Zoccal L.B.,Universidade Federal de Itajubá,Itajuba,Engineering,Engineering,Electrical and Electronic Engineering,1,Author
12140426000,Moreira L.R.,Laboratório MULTIPAT,Campinas,Medicine and Health,Medicine and Health,"Surgery | Endocrinology, Diabetes and Metabolism | Nutrition and Dietetics",1,Author
12140978500,Gimenez S.P.,Centro Universitario da FEI,Sao Bernardo do Campo,Engineering,Engineering | Biology | Physics,"Biotechnology | Electronic, Optical and Magnetic Materials | Electrical and Electronic Engineering",1,Author
12141305200,Manera L.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Computer Science | Physics | Geosciences | Other/Unclassified | Medicine and Health | Biology | Economics and Business | Chemistry | Social Sciences,"Electrical and Electronic Engineering | Instrumentation | Hardware and Architecture | Energy Engineering and Power Technology | Computer Networks and Communications | Signal Processing | Renewable Energy, Sustainability and the Environment | Control and Optimization | Artificial Intelligence | Information Systems | Safety, Risk, Reliability and Quality | Radiation | Electronic, Optical and Magnetic Materials | Surfaces, Coatings and Films | Computer Science Applications | Biomedical Engineering | Atomic and Molecular Physics, and Optics | Information Systems and Management | Management of Technology and Innovation | Strategy and Management | Modeling and Simulation | Mechanical Engineering | Control and Systems Engineering | Condensed Matter Physics | Materials Science (miscellaneous) | Materials Chemistry | Bioengineering | Education | Engineering (all)",25,Author
12142068500,Palma-Silva C.,Universidade Estadual de Campinas,Campinas,Biology,Biology | Geosciences | Undefined,"Ecology, Evolution, Behavior and Systematics | Plant Science | Ecology | Nature and Landscape Conservation | Multidisciplinary | Horticulture",11,Author
12142761800,Futai M.M.,Universidade de São Paulo,Sao Paulo,Engineering,Engineering | Geosciences,Geotechnical Engineering and Engineering Geology | Civil and Structural Engineering | Building and Construction | Materials Science (all) | Mechanics of Materials,2,Author
12142980800,Bayraktar E.,ISAE-Supméca,Saint-Ouen-sur-Seine,Engineering,Engineering,Engineering (all) | Computational Mechanics | Mechanical Engineering | Materials Science (all) | Mechanics of Materials | Industrial and Manufacturing Engineering,16,Author
12143506000,Rim P.H.H.,Universidade Estadual de Campinas,Campinas,Tie: Biology | Medicine and Health,Biology | Medicine and Health,Genetics | Genetics (clinical),1,Author
12143742300,Rasmussen E.,Nord Universitet,Bodo,Economics and Business,Economics and Business,"Business, Management and Accounting (all) | Economics and Econometrics",1,Author
12240246800,Figueira T.R.,Universidade de São Paulo,Sao Paulo,Biology,Biology | Chemistry | Medicine and Health,"Cell Biology | Biochemistry | Physiology | Molecular Biology | Clinical Biochemistry | Physical Therapy, Sports Therapy and Rehabilitation | Orthopedics and Sports Medicine | Rehabilitation | Physiology (medical)",4,Author
12240845100,Borgwardt S.,Translational Psychiatry,Lubeck,Medicine and Health,Medicine and Health,Psychiatry and Mental Health,1,Author
12241738600,Estevam V.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Geosciences | Chemistry,"Geochemistry and Petrology | Energy Engineering and Power Technology | Fuel Technology | Renewable Energy, Sustainability and the Environment | Mechanical Engineering",1,Author
12242010500,Pires C.T.G.V.M.T.,Universidade Estadual de Campinas,Campinas,Biology,Biology,Agronomy and Crop Science,1,Author
12243115900,Estrela V.V.,Universidade Federal Fluminense,Niteroi,Engineering,Engineering | Medicine and Health,Industrial and Manufacturing Engineering | Medicine (all) | Health Professions (all),5,Author
12243683100,Rossi M.L.,Universidade de São Paulo,Sao Paulo,Medicine and Health,Biology | Medicine and Health | Engineering,Plant Science | Anatomy | Histology | Instrumentation | Medical Laboratory Technology,2,Author
12244271100,Favarin J.L.,Universidade de São Paulo,Sao Paulo,Biology,Biology | Geosciences | Chemistry | Engineering | Social Sciences,"Agronomy and Crop Science | Physiology | Global and Planetary Change | Food Science | Ecology | Management, Monitoring, Policy and Law | Horticulture",3,Author
12244286600,Xavier E.C.,Universidade Estadual de Campinas,Campinas,Computer Science,Computer Science | Mathematics and Statistics | Engineering | Economics and Business | Undefined,Artificial Intelligence | Theoretical Computer Science | Software | Geometry and Topology | Engineering (all) | Computer Science Applications | Computer Science (all) | Modeling and Simulation | Management Science and Operations Research,4,Author
12244625200,Conrad J.C.,Cullen College of Engineering,Houston,Engineering,Engineering,Materials Science (all),1,Author
12345031100,Acee T.W.,Texas State University,San Marcos,Medicine and Health,Medicine and Health,Psychology (all) | Medicine (all),2,Author
12445473500,Carvalho A.M.B.R.,Universidade Estadual de Campinas,Campinas,Philosophy and Humanities,Philosophy and Humanities,Language and Linguistics | Linguistics and Language,1,Author
12445852500,de Araújo T.M.,Universidade Estadual de Feira de Santana,Feira de Santana,Medicine and Health,Medicine and Health | Social Sciences,"Health Policy | Public Health, Environmental and Occupational Health",1,Author
12446313600,Roman N.T.,Universidade de São Paulo,Sao Paulo,Philosophy and Humanities,Philosophy and Humanities,Language and Linguistics | Linguistics and Language,1,Author
12544981700,Tudella E.,Universidade Federal de São Carlos,Sao Carlos,Medicine and Health,Medicine and Health,"Pediatrics, Perinatology and Child Health",1,Author
12546067600,Abreu G.J.,Universidade Federal do Parana,Curitiba,Tie: Chemistry | Physics,Chemistry | Engineering | Physics,Chemistry (all) | Materials Science (all) | Condensed Matter Physics,1,Author
12645025400,Somers B.,KU Leuven,Leuven,Geosciences,Geosciences | Engineering | Medicine and Health,"Renewable Energy, Sustainability and the Environment | Environmental Science (all) | Public Health, Environmental and Occupational Health",1,Author
12645700300,Oliveira A.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Geosciences,Civil and Structural Engineering | Materials Science (all) | Automotive Engineering | Aerospace Engineering | Ocean Engineering | Mechanics of Materials | Mechanical Engineering,1,Author
12646098200,Freire H.,Universidade Federal de Goiás,Goiania,Physics,Physics | Engineering,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics",1,Author
12646125400,Ekwaro-Osire S.,Texas Tech University,Lubbock,Engineering,Engineering,Mechanical Engineering,1,Author
12646175000,da Silva F.V.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Chemistry | Computer Science | Geosciences | Biology | Social Sciences | Economics and Business | Undefined | Mathematics and Statistics | Medicine and Health | Other/Unclassified,"Chemical Engineering (all) | Computer Science Applications | Control and Systems Engineering | Industrial and Manufacturing Engineering | Safety, Risk, Reliability and Quality | Environmental Engineering | Environmental Chemistry | Waste Management and Disposal | Electrical and Electronic Engineering | Pollution | Management, Monitoring, Policy and Law | Artificial Intelligence | Modeling and Simulation | Food Science | Energy Engineering and Power Technology | Management Science and Operations Research | Renewable Energy, Sustainability and the Environment | Applied Mathematics | Pharmaceutical Science | Engineering (all) | Control and Optimization | Chemistry (all) | Biochemistry | Environmental Science (all) | Water Science and Technology | Global and Planetary Change | Bioengineering",22,Author
12752292500,Dobigeon N.,Université Toulouse 1 Capitole,Toulouse,Engineering,Engineering,Engineering (all),1,Author
12752695000,Kawaguti H.Y.,Universidade Federal do Estado do Rio de Janeiro,Rio de Janeiro,Biology,Biology | Engineering,Biotechnology | Bioengineering,1,Author
12759789800,de Moraes R.R.,Universidade Federal de Pelotas,Pelotas,Medicine and Health,Medicine and Health,Dentistry (all),1,Author
12760886300,Borin F.,CPqD Telecom and IT Solutions,Campinas,Physics,Physics | Engineering | Computer Science | Mathematics and Statistics,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics | Computer Science Applications | Applied Mathematics | Electrical and Electronic Engineering",1,Author
12761692600,Castrillon E.E.,Fakultetet Health,Aarhus,Medicine and Health,Medicine and Health,Dentistry (all),1,Author
12762025200,Osório W.R.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Chemistry | Physics | Medicine and Health | Arts | Biology,Materials Science (all) | Metals and Alloys | Condensed Matter Physics | Electrochemistry | Electrical and Electronic Engineering | Dentistry (all) | Physical and Theoretical Chemistry | Polymers and Plastics | Materials Chemistry | Architecture | Civil and Structural Engineering | Building and Construction | Biotechnology | Bioengineering | Biochemistry | Applied Microbiology and Biotechnology | Molecular Biology,11,Author
12765627300,Nunes da Silva C.,Universidade Federal de São Carlos,Sao Carlos,Computer Science,Computer Science | Mathematics and Statistics,Discrete Mathematics and Combinatorics | Theoretical Computer Science | Computer Science (all) | Applied Mathematics | Geometry and Topology | Computational Theory and Mathematics,8,Author
12768970800,Boing A.F.,Universidade Federal de Santa Catarina,Florianopolis,Medicine and Health,Medicine and Health,"Epidemiology | Public Health, Environmental and Occupational Health",1,Author
12770180400,Rodrigues D.,Universidade Estadual de Campinas,Campinas,Tie: Biology | Chemistry,Chemistry | Engineering | Biology,Food Science,1,Author
12772134600,Hilgert J.B.,Universidade Federal do Rio Grande do Sul,Porto Alegre,Medicine and Health,Medicine and Health,Dentistry (all) | Geriatrics and Gerontology,1,Author
12772219800,Bald I.,Universität Potsdam,Potsdam,Chemistry,Chemistry | Medicine and Health | Biology | Engineering | Physics,Analytical Chemistry | Chemistry (miscellaneous) | Molecular Medicine | Pharmaceutical Science | Drug Discovery | Physical and Theoretical Chemistry | Organic Chemistry | Materials Science (all) | Engineering (all) | Physics and Astronomy (all),2,Author
12772767000,Faria Do Amaral L.,Beneficenca Portuguesa Hospital Sao Paulo,Paraiso,Medicine and Health,Medicine and Health,Neurology | Neurology (clinical),1,Author
12774727300,Haugen D.F.,Universitetet i Bergen,Bergen,Medicine and Health,Medicine and Health,Surgery | Gastroenterology,1,Author
12776204000,Zhang L.,Xiamen University,Xiamen,Tie: Computer Science | Mathematics and Statistics,Computer Science | Mathematics and Statistics,Theoretical Computer Science | Discrete Mathematics and Combinatorics | Computational Theory and Mathematics,1,Author
12776250500,García-Flores A.F.,Universidade Estadual de Campinas,Campinas,Physics,Physics,Physics and Astronomy (all),1,Author
12778267100,Pawłowski M.,Uniwersytet Gdański,Gdansk,Physics,Physics,"Atomic and Molecular Physics, and Optics",1,Author
12778374200,Sorini L.,Università degli Studi di Urbino Carlo Bo,Urbino,Tie: Computer Science | Mathematics and Statistics,Computer Science | Mathematics and Statistics | Engineering,Computer Science (miscellaneous) | Mathematics (all) | Engineering (miscellaneous),1,Author
12779013400,Sato A.C.K.,Universidade Estadual de Campinas,Campinas,Biology,Chemistry | Biology | Engineering | Physics | Undefined,"Food Science | Biochemistry | Industrial and Manufacturing Engineering | Biotechnology | Chemical Engineering (all) | Chemistry (all) | Applied Microbiology and Biotechnology | Structural Biology | Molecular Biology | Safety, Risk, Reliability and Quality | Process Chemistry and Technology | Analytical Chemistry | Biophysics | Bioengineering | Chemistry (miscellaneous) | Organic Chemistry | Multidisciplinary",27,Author
12779397500,Horikawa F.K.,Hospital Regional de Osasco SUS,Osasco,Medicine and Health,Medicine and Health,Surgery | Oral Surgery | Otorhinolaryngology,1,Author
12779714700,Fortaleza C.M.C.B.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,Undefined,Undefined,Multidisciplinary,1,Author
12780694800,Rossell C.E.V.,Universidade Estadual de Campinas,Campinas,Geosciences,Engineering | Geosciences | Undefined | Chemistry | Social Sciences | Biology,"Energy (all) | Engineering (all) | Environmental Science (all) | Renewable Energy, Sustainability and the Environment | Chemical Engineering (all) | Waste Management and Disposal | Pollution | Control and Systems Engineering | Geography, Planning and Development | Management, Monitoring, Policy and Law | Biotechnology | Fuel Technology | Organic Chemistry | Inorganic Chemistry",4,Author
12781993500,Marks M.A.W.,Eberhard Karls Universität Tübingen,Tubingen,Geosciences,Geosciences,Geology | Geochemistry and Petrology,1,Author
12782337200,Salomão A.T.,Universidade Estadual de Campinas,Campinas,Biology,Biology,"Ecology, Evolution, Behavior and Systematics",1,Author
12782630800,Guerra-Júnior G.,Universidade Estadual de Campinas,Campinas,Medicine and Health,Medicine and Health | Biology | Physics | Engineering | Social Sciences | Arts | Philosophy and Humanities,"Pediatrics, Perinatology and Child Health | Endocrinology, Diabetes and Metabolism | Nutrition and Dietetics | Rehabilitation | Biophysics | Physiology | Biomedical Engineering | Physiology (medical) | Social Sciences (miscellaneous) | Medicine (all) | Orthopedics and Sports Medicine | Physical Therapy, Sports Therapy and Rehabilitation | Arts and Humanities (miscellaneous) | Neurology | Neurology (clinical) | Psychiatry and Mental Health | Medicine (miscellaneous)",11,Author
12782803400,de Lima A.A.S.,Universidade Federal do Parana,Curitiba,Medicine and Health,Medicine and Health,Surgery | Oral Surgery | Otorhinolaryngology,1,Author
12783424700,Mockaitis G.,Universidade Estadual de Campinas,Campinas,Engineering,Engineering | Chemistry | Geosciences | Biology | Undefined | Physics,"Renewable Energy, Sustainability and the Environment | Multidisciplinary | Food Science | Biochemistry, Genetics and Molecular Biology (miscellaneous) | Plant Science | Fuel Technology | Condensed Matter Physics | Energy Engineering and Power Technology | Biotechnology | Safety, Risk, Reliability and Quality | Waste Management and Disposal | Process Chemistry and Technology | Chemical Engineering (miscellaneous) | Materials Science (miscellaneous)",9,Author
12783829900,do Rêgo M.V.N.N.,Centro Universitário UNINOVAFAPI,Teresina,Medicine and Health,Medicine and Health,Surgery | Oral Surgery | Otorhinolaryngology,1,Author
12785183900,Ferreira K.M.,Universidade Federal de Mato Grosso,Cuiaba,Biology,Biology,"Ecology, Evolution, Behavior and Systematics | Animal Science and Zoology",1,Author
12785208800,Caboclo L.O.,Hospital Israelita Albert Einstein,Sao Paulo,Medicine and Health,Medicine and Health,Medicine (all),1,Author
12785708100,Bonadia L.C.,Universidade Estadual de Campinas,Campinas,Medicine and Health,Medicine and Health,"Pediatrics, Perinatology and Child Health | Endocrinology, Diabetes and Metabolism | Genetics (clinical)",1,Author
12786182200,Judice C.,Universidade Estadual de Campinas,Campinas,Medicine and Health,Medicine and Health,Medicine (all) | Neuroscience (all),1,Author
12786393300,Marciano F.R.,Universidade Federal do Piauí,Teresina,Biology,Engineering | Biology | Medicine and Health,Biomaterials | Biomedical Engineering,1,Author
12786571000,Brienen R.,University of Leeds,Leeds,Biology,Biology | Geosciences,Forestry | Physiology | Ecology | Plant Science,1,Author
12787223000,Cintra F.D.,Universidade Federal de São Paulo,Sao Paulo,Medicine and Health,Medicine and Health,Cardiology and Cardiovascular Medicine,1,Author
12788785800,de Lima M.,Universidade Federal de Uberlândia,Uberlandia,Engineering,Chemistry | Biology | Engineering,"Food Science | Biochemistry | Safety, Risk, Reliability and Quality | Process Chemistry and Technology | Industrial and Manufacturing Engineering",2,Author
12789059800,Lambert W.,Cidade Universitária,Caldas,Mathematics and Statistics,Mathematics and Statistics | Computer Science | Other/Unclassified | Engineering | Economics and Business,"Applied Mathematics | Computational Mathematics | Analysis | Numerical Analysis | Modeling and Simulation | Engineering (all) | Computational Theory and Mathematics | Mechanical Engineering | Software | Theoretical Computer Science | Economics, Econometrics and Finance (all)",13,Author
12790218900,de Camargo R.C.R.,Empresa Brasileira de Pesquisa Agropecuária - Embrapa,Brasilia,Chemistry,Chemistry | Biology,Analytical Chemistry | Biochemistry | Plant Science | Organic Chemistry,1,Author
